ItemNumber,listener_group,ProductionPresentationOrder,SentenceOrder,Type,Type_Num,Source,SourceNum,SentenceCorrect,Talker,TalkerGroup,Sound,ListenerGroup,Duration..in.seconds.,mTurkCode,ItemNum,ItemNum2,Resp,Resp_NUM,Timing_Click.Count,Timing_First.Click,Timing_Last.Click,Timing_Page.Submit,RT,WhichRT
41,V2,11,7,BKB,BKB13,BKB-R,7_14,The orange was very sweet.,310,NativeMandarin-High (NMH),310_practice_11.mp3,V2,360,3927255,X41,41,"A native English speaker
1",1,1,0.08,0.08,0.086,0.08,FirstClick
42,V2,1,14,BKB,BKB29,BKB-R,8_15,The three girls are listening.,403,NativeEnglish (NTE),403_practice_01.mp3,V2,360,3927255,X42,42,"A native English speaker
1",1,1,0.03,0.03,0.037,0.03,FirstClick
43,V2,3,3,BKB,BKB7,BKB-R,7_8,The young people are dancing.,403,NativeEnglish (NTE),403_practice_03.mp3,V2,360,3927255,X43,43,"A native English speaker
1",1,1,0.065,0.065,0.072,0.065,FirstClick
44,V2,4,12,BKB,BKB21,BKB-R,8_7,The ball broke the window.,403,NativeEnglish (NTE),403_practice_04.mp3,V2,360,3927255,X44,44,"A native English speaker
1",1,1,0.287,0.287,0.295,0.287,FirstClick
45,V2,5,9,BKB,BKB15,BKB-R,8_1,The boy forgot his book.,403,NativeEnglish (NTE),403_practice_05.mp3,V2,360,3927255,X45,45,"A native English speaker
1",1,2,0.021,0.682,0.689,0.682,LastClick
46,V2,6,5,BKB,BKB9,BKB-R,7_10,They had two empty bottles.,403,NativeEnglish (NTE),403_practice_06.mp3,V2,360,3927255,X46,46,"


5",5,1,0.149,0.149,0.156,0.149,FirstClick
47,V2,7,15,BKB,BKB30,BKB-R,8_16,The coat is on the chair.,403,NativeEnglish (NTE),403_practice_07.mp3,V2,360,3927255,X47,47,"A native English speaker
1",1,1,0.764,0.764,0.77,0.764,FirstClick
48,V2,8,8,BKB,BKB14,BKB-R,7_16,The new road is on the map. ,403,NativeEnglish (NTE),403_practice_08.mp3,V2,360,3927255,X48,48,"


3",3,1,0.207,0.207,0.214,0.207,FirstClick
49,V2,9,11,BKB,BKB20,BKB-R,8_6,The jug is on the shelf.,403,NativeEnglish (NTE),403_practice_09.mp3,V2,360,3927255,X49,49,"A native English speaker
1",1,1,0.128,0.128,0.134,0.128,FirstClick
50,V2,10,6,BKB,BKB12,BKB-R,7_13,The girl has a picture book.,403,NativeEnglish (NTE),403_practice_10.mp3,V2,360,3927255,X50,50,"A native English speaker
1",1,1,0.042,0.042,0.048,0.042,FirstClick
51,V2,11,7,BKB,BKB13,BKB-R,7_14,The orange was very sweet.,403,NativeEnglish (NTE),403_practice_11.mp3,V2,360,3927255,X51,51,"A native English speaker
1",1,1,0.127,0.127,0.133,0.127,FirstClick
52,V2,1,14,BKB,BKB29,BKB-R,8_15,The three girls are listening.,404,NativeEnglish (NTE),404_practice_01.mp3,V2,360,3927255,X52,52,"A native English speaker
1",1,1,0.496,0.496,0.401,0.496,FirstClick
53,V2,3,3,BKB,BKB7,BKB-R,7_8,The young people are dancing.,404,NativeEnglish (NTE),404_practice_03.mp3,V2,360,3927255,X53,53,"


5",5,2,0.115,0.612,0.619,0.612,LastClick
54,V2,4,12,BKB,BKB21,BKB-R,8_7,The ball broke the window.,404,NativeEnglish (NTE),404_practice_04.mp3,V2,360,3927255,X54,54,"


2",2,1,0.288,0.288,0.296,0.288,FirstClick
55,V2,5,9,BKB,BKB15,BKB-R,8_1,The boy forgot his book.,404,NativeEnglish (NTE),404_practice_05.mp3,V2,360,3927255,X55,55,"A native English speaker
1",1,1,0.096,0.096,0,0.096,FirstClick
56,V2,6,5,BKB,BKB9,BKB-R,7_10,They had two empty bottles.,404,NativeEnglish (NTE),404_practice_06.mp3,V2,360,3927255,X56,56,"A native English speaker
1",1,1,0.055,0.055,0.063,0.055,FirstClick
57,V2,7,15,BKB,BKB30,BKB-R,8_16,The coat is on the chair.,404,NativeEnglish (NTE),404_practice_07.mp3,V2,360,3927255,X57,57,"A native English speaker
1",1,1,0.03,0.03,0.036,0.03,FirstClick
58,V2,8,8,BKB,BKB14,BKB-R,7_16,The new road is on the map. ,404,NativeEnglish (NTE),404_practice_08.mp3,V2,360,3927255,X58,58,"A native English speaker
1",1,1,0.114,0.114,0.122,0.114,FirstClick
59,V2,9,11,BKB,BKB20,BKB-R,8_6,The jug is on the shelf.,404,NativeEnglish (NTE),404_practice_09.mp3,V2,360,3927255,X59,59,"A native English speaker
1",1,1,0.013,0.013,0.02,0.013,FirstClick
60,V2,10,6,BKB,BKB12,BKB-R,7_13,The girl has a picture book.,404,NativeEnglish (NTE),404_practice_10.mp3,V2,360,3927255,X60,60,"


3",3,1,0.189,0.189,0.196,0.189,FirstClick
61,V2,11,7,BKB,BKB13,BKB-R,7_14,The orange was very sweet.,404,NativeEnglish (NTE),404_practice_11.mp3,V2,360,3927255,X61,61,"A native English speaker
1",1,1,0.078,0.078,0.084,0.078,FirstClick
1,V3,1,14,BKB,BKB29,BKB-R,8_15,The three girls are listening.,106,NativeMandarin-Low (NML),106_practice_01.mp3,V3,478,4068822,X1,1,"An extremely strong
foreign accent
9",9,1,0.389,0.389,0.3,0.389,FirstClick
3,V3,3,3,BKB,BKB7,BKB-R,7_8,The young people are dancing.,106,NativeMandarin-Low (NML),106_practice_03.mp3,V3,478,4068822,X3,3,"


7",7,1,0.795,0.795,0.701,0.795,FirstClick
4,V3,4,12,BKB,BKB21,BKB-R,8_7,The ball broke the window.,106,NativeMandarin-Low (NML),106_practice_04.mp3,V3,478,4068822,X4,4,"An extremely strong
foreign accent
9",9,1,0.146,0.146,0.155,0.146,FirstClick
5,V3,5,9,BKB,BKB15,BKB-R,8_1,The boy forgot his book.,106,NativeMandarin-Low (NML),106_practice_05.mp3,V3,478,4068822,X5,5,"An extremely strong
foreign accent
9",9,1,0.286,0.286,0.298,0.286,FirstClick
6,V3,6,5,BKB,BKB9,BKB-R,7_10,They had two empty bottles.,106,NativeMandarin-Low (NML),106_practice_06.mp3,V3,478,4068822,X6,6,"An extremely strong
foreign accent
9",9,1,0.179,0.179,0.187,0.179,FirstClick
7,V3,7,15,BKB,BKB30,BKB-R,8_16,The coat is on the chair.,106,NativeMandarin-Low (NML),106_practice_07.mp3,V3,478,4068822,X7,7,"


8",8,1,0.563,0.563,0.571,0.563,FirstClick
8,V3,8,8,BKB,BKB14,BKB-R,7_16,The new road is on the map. ,106,NativeMandarin-Low (NML),106_practice_08.mp3,V3,478,4068822,X8,8,"An extremely strong
foreign accent
9",9,1,0.2,0.2,0.32,0.2,FirstClick
9,V3,9,11,BKB,BKB20,BKB-R,8_6,The jug is on the shelf.,106,NativeMandarin-Low (NML),106_practice_09.mp3,V3,478,4068822,X9,9,"


8",8,1,0.122,0.122,0.131,0.122,FirstClick
10,V3,10,6,BKB,BKB12,BKB-R,7_13,The girl has a picture book.,106,NativeMandarin-Low (NML),106_practice_10.mp3,V3,478,4068822,X10,10,"An extremely strong
foreign accent
9",9,1,0.528,0.528,0.538,0.528,FirstClick
11,V3,11,7,BKB,BKB13,BKB-R,7_14,The orange was very sweet.,106,NativeMandarin-Low (NML),106_practice_11.mp3,V3,478,4068822,X11,11,"An extremely strong
foreign accent
9",9,1,0.36,0.36,0.369,0.36,FirstClick
12,V3,1,14,BKB,BKB29,BKB-R,8_15,The three girls are listening.,107,NativeMandarin-Low (NML),107_practice_01.mp3,V3,478,4068822,X12,12,"An extremely strong
foreign accent
9",9,1,0.292,0.292,0.3,0.292,FirstClick
13,V3,3,3,BKB,BKB7,BKB-R,7_8,The young people are dancing.,107,NativeMandarin-Low (NML),107_practice_03.mp3,V3,478,4068822,X13,13,"


6",6,1,0.173,0.173,0.181,0.173,FirstClick
14,V3,4,12,BKB,BKB21,BKB-R,8_7,The ball broke the window.,107,NativeMandarin-Low (NML),107_practice_04.mp3,V3,478,4068822,X14,14,"


7",7,1,1.861,1.861,1.871,1.861,FirstClick
15,V3,5,9,BKB,BKB15,BKB-R,8_1,The boy forgot his book.,107,NativeMandarin-Low (NML),107_practice_05.mp3,V3,478,4068822,X15,15,"


6",6,1,0.633,0.633,0.644,0.633,FirstClick
16,V3,6,5,BKB,BKB9,BKB-R,7_10,They had two empty bottles.,107,NativeMandarin-Low (NML),107_practice_06.mp3,V3,478,4068822,X16,16,"


8",8,1,0.311,0.311,0.323,0.311,FirstClick
17,V3,7,15,BKB,BKB30,BKB-R,8_16,The coat is on the chair.,107,NativeMandarin-Low (NML),107_practice_07.mp3,V3,478,4068822,X17,17,"


8",8,1,0.357,0.357,0.384,0.357,FirstClick
18,V3,8,8,BKB,BKB14,BKB-R,7_16,The new road is on the map. ,107,NativeMandarin-Low (NML),107_practice_08.mp3,V3,478,4068822,X18,18,"


8",8,1,0.947,0.947,0.961,0.947,FirstClick
19,V3,9,11,BKB,BKB20,BKB-R,8_6,The jug is on the shelf.,107,NativeMandarin-Low (NML),107_practice_09.mp3,V3,478,4068822,X19,19,"


7",7,1,0.196,0.196,0.101,0.196,FirstClick
20,V3,10,6,BKB,BKB12,BKB-R,7_13,The girl has a picture book.,107,NativeMandarin-Low (NML),107_practice_10.mp3,V3,478,4068822,X20,20,"


7",7,1,0.429,0.429,0.444,0.429,FirstClick
21,V3,11,7,BKB,BKB13,BKB-R,7_14,The orange was very sweet.,107,NativeMandarin-Low (NML),107_practice_11.mp3,V3,478,4068822,X21,21,"An extremely strong
foreign accent
9",9,1,0.243,0.243,0.252,0.243,FirstClick
22,V3,1,14,BKB,BKB29,BKB-R,8_15,The three girls are listening.,306,NativeMandarin-High (NMH),306_practice_01.mp3,V3,478,4068822,X22,22,"


4",4,1,0.41,0.41,0.42,0.41,FirstClick
23,V3,3,3,BKB,BKB7,BKB-R,7_8,The young people are dancing.,306,NativeMandarin-High (NMH),306_practice_03.mp3,V3,478,4068822,X23,23,"


4",4,1,0.483,0.483,0.5,0.483,FirstClick
24,V3,4,12,BKB,BKB21,BKB-R,8_7,The ball broke the window.,306,NativeMandarin-High (NMH),306_practice_04.mp3,V3,478,4068822,X24,24,"


7",7,1,0.287,0.287,0.296,0.287,FirstClick
25,V3,5,9,BKB,BKB15,BKB-R,8_1,The boy forgot his book.,306,NativeMandarin-High (NMH),306_practice_05.mp3,V3,478,4068822,X25,25,"


5",5,1,0.34,0.34,0.357,0.34,FirstClick
26,V3,6,5,BKB,BKB9,BKB-R,7_10,They had two empty bottles.,306,NativeMandarin-High (NMH),306_practice_06.mp3,V3,478,4068822,X26,26,"


8",8,1,0.209,0.209,0.216,0.209,FirstClick
27,V3,7,15,BKB,BKB30,BKB-R,8_16,The coat is on the chair.,306,NativeMandarin-High (NMH),306_practice_07.mp3,V3,478,4068822,X27,27,"


3",3,1,0.574,0.574,0.582,0.574,FirstClick
28,V3,8,8,BKB,BKB14,BKB-R,7_16,The new road is on the map. ,306,NativeMandarin-High (NMH),306_practice_08.mp3,V3,478,4068822,X28,28,"A native English speaker
1",1,1,0.735,0.735,0.745,0.735,FirstClick
29,V3,9,11,BKB,BKB20,BKB-R,8_6,The jug is on the shelf.,306,NativeMandarin-High (NMH),306_practice_09.mp3,V3,478,4068822,X29,29,"


3",3,1,0.139,0.139,0.147,0.139,FirstClick
30,V3,10,6,BKB,BKB12,BKB-R,7_13,The girl has a picture book.,306,NativeMandarin-High (NMH),306_practice_10.mp3,V3,478,4068822,X30,30,"


3",3,1,0.354,0.354,0.361,0.354,FirstClick
31,V3,11,7,BKB,BKB13,BKB-R,7_14,The orange was very sweet.,306,NativeMandarin-High (NMH),306_practice_11.mp3,V3,478,4068822,X31,31,"


5",5,1,1.783,1.783,1.791,1.783,FirstClick
32,V3,1,14,BKB,BKB29,BKB-R,8_15,The three girls are listening.,311,NativeMandarin-High (NMH),311_practice_01.mp3,V3,478,4068822,X32,32,"


5",5,1,0.77,0.77,0.781,0.77,FirstClick
33,V3,3,3,BKB,BKB7,BKB-R,7_8,The young people are dancing.,311,NativeMandarin-High (NMH),311_practice_03.mp3,V3,478,4068822,X33,33,"An extremely strong
foreign accent
9",9,1,0.152,0.152,0.164,0.152,FirstClick
34,V3,4,12,BKB,BKB21,BKB-R,8_7,The ball broke the window.,311,NativeMandarin-High (NMH),311_practice_04.mp3,V3,478,4068822,X34,34,"


5",5,1,0.681,0.681,0.692,0.681,FirstClick
35,V3,5,9,BKB,BKB15,BKB-R,8_1,The boy forgot his book.,311,NativeMandarin-High (NMH),311_practice_05.mp3,V3,478,4068822,X35,35,"


8",8,1,0.232,0.232,0.242,0.232,FirstClick
36,V3,6,5,BKB,BKB9,BKB-R,7_10,They had two empty bottles.,311,NativeMandarin-High (NMH),311_practice_06.mp3,V3,478,4068822,X36,36,"


4",4,1,0.721,0.721,0.73,0.721,FirstClick
37,V3,7,15,BKB,BKB30,BKB-R,8_16,The coat is on the chair.,311,NativeMandarin-High (NMH),311_practice_07.mp3,V3,478,4068822,X37,37,"


8",8,1,0.242,0.242,0.251,0.242,FirstClick
38,V3,8,8,BKB,BKB14,BKB-R,7_16,The new road is on the map. ,311,NativeMandarin-High (NMH),311_practice_08.mp3,V3,478,4068822,X38,38,"


8",8,1,0.265,0.265,0.282,0.265,FirstClick
39,V3,9,11,BKB,BKB20,BKB-R,8_6,The jug is on the shelf.,311,NativeMandarin-High (NMH),311_practice_09.mp3,V3,478,4068822,X39,39,"


8",8,1,0.29,0.29,0.201,0.29,FirstClick
40,V3,10,6,BKB,BKB12,BKB-R,7_13,The girl has a picture book.,311,NativeMandarin-High (NMH),311_practice_10.mp3,V3,478,4068822,X40,40,"


5",5,1,0.298,0.298,0.306,0.298,FirstClick
41,V3,11,7,BKB,BKB13,BKB-R,7_14,The orange was very sweet.,311,NativeMandarin-High (NMH),311_practice_11.mp3,V3,478,4068822,X41,41,"An extremely strong
foreign accent
9",9,1,0.535,0.535,0.546,0.535,FirstClick
42,V3,1,14,BKB,BKB29,BKB-R,8_15,The three girls are listening.,405,NativeEnglish (NTE),405_practice_01.mp3,V3,478,4068822,X42,42,"A native English speaker
1",1,1,0.139,0.139,0.148,0.139,FirstClick
43,V3,3,3,BKB,BKB7,BKB-R,7_8,The young people are dancing.,405,NativeEnglish (NTE),405_practice_03.mp3,V3,478,4068822,X43,43,"A native English speaker
1",1,1,0.115,0.115,0.13,0.115,FirstClick
44,V3,4,12,BKB,BKB21,BKB-R,8_7,The ball broke the window.,405,NativeEnglish (NTE),405_practice_04.mp3,V3,478,4068822,X44,44,"A native English speaker
1",1,1,0.092,0.092,0,0.092,FirstClick
45,V3,5,9,BKB,BKB15,BKB-R,8_1,The boy forgot his book.,405,NativeEnglish (NTE),405_practice_05.mp3,V3,478,4068822,X45,45,"A native English speaker
1",1,1,1.717,1.717,1.734,1.717,FirstClick
46,V3,6,5,BKB,BKB9,BKB-R,7_10,They had two empty bottles.,405,NativeEnglish (NTE),405_practice_06.mp3,V3,478,4068822,X46,46,"A native English speaker
1",1,1,0.156,0.156,0.165,0.156,FirstClick
47,V3,7,15,BKB,BKB30,BKB-R,8_16,The coat is on the chair.,405,NativeEnglish (NTE),405_practice_07.mp3,V3,478,4068822,X47,47,"A native English speaker
1",1,1,0.167,0.167,0.175,0.167,FirstClick
48,V3,8,8,BKB,BKB14,BKB-R,7_16,The new road is on the map. ,405,NativeEnglish (NTE),405_practice_08.mp3,V3,478,4068822,X48,48,"A native English speaker
1",1,1,0.252,0.252,0.26,0.252,FirstClick
49,V3,9,11,BKB,BKB20,BKB-R,8_6,The jug is on the shelf.,405,NativeEnglish (NTE),405_practice_09.mp3,V3,478,4068822,X49,49,"A native English speaker
1",1,1,0,0,0.114,0,FirstClick
50,V3,10,6,BKB,BKB12,BKB-R,7_13,The girl has a picture book.,405,NativeEnglish (NTE),405_practice_10.mp3,V3,478,4068822,X50,50,"A native English speaker
1",1,1,0.141,0.141,0.15,0.141,FirstClick
51,V3,11,7,BKB,BKB13,BKB-R,7_14,The orange was very sweet.,405,NativeEnglish (NTE),405_practice_11.mp3,V3,478,4068822,X51,51,"A native English speaker
1",1,1,0.174,0.174,0.182,0.174,FirstClick
52,V3,1,14,BKB,BKB29,BKB-R,8_15,The three girls are listening.,411,NativeEnglish (NTE),411_practice_01.mp3,V3,478,4068822,X52,52,"A native English speaker
1",1,1,0.688,0.688,0.7,0.688,FirstClick
53,V3,3,3,BKB,BKB7,BKB-R,7_8,The young people are dancing.,411,NativeEnglish (NTE),411_practice_03.mp3,V3,478,4068822,X53,53,"


2",2,1,0.308,0.308,0.321,0.308,FirstClick
54,V3,4,12,BKB,BKB21,BKB-R,8_7,The ball broke the window.,411,NativeEnglish (NTE),411_practice_04.mp3,V3,478,4068822,X54,54,"A native English speaker
1",1,1,0.057,0.057,0.066,0.057,FirstClick
55,V3,5,9,BKB,BKB15,BKB-R,8_1,The boy forgot his book.,411,NativeEnglish (NTE),411_practice_05.mp3,V3,478,4068822,X55,55,"A native English speaker
1",1,1,0.202,0.202,0.211,0.202,FirstClick
56,V3,6,5,BKB,BKB9,BKB-R,7_10,They had two empty bottles.,411,NativeEnglish (NTE),411_practice_06.mp3,V3,478,4068822,X56,56,"A native English speaker
1",1,1,1.891,1.891,1.907,1.891,FirstClick
57,V3,7,15,BKB,BKB30,BKB-R,8_16,The coat is on the chair.,411,NativeEnglish (NTE),411_practice_07.mp3,V3,478,4068822,X57,57,"A native English speaker
1",1,1,0.089,0.089,0.098,0.089,FirstClick
58,V3,8,8,BKB,BKB14,BKB-R,7_16,The new road is on the map. ,411,NativeEnglish (NTE),411_practice_08.mp3,V3,478,4068822,X58,58,"A native English speaker
1",1,1,0.533,0.533,0.541,0.533,FirstClick
59,V3,9,11,BKB,BKB20,BKB-R,8_6,The jug is on the shelf.,411,NativeEnglish (NTE),411_practice_09.mp3,V3,478,4068822,X59,59,"A native English speaker
1",1,1,0.173,0.173,0.181,0.173,FirstClick
60,V3,10,6,BKB,BKB12,BKB-R,7_13,The girl has a picture book.,411,NativeEnglish (NTE),411_practice_10.mp3,V3,478,4068822,X60,60,"A native English speaker
1",1,1,0.169,0.169,0.178,0.169,FirstClick
61,V3,11,7,BKB,BKB13,BKB-R,7_14,The orange was very sweet.,411,NativeEnglish (NTE),411_practice_11.mp3,V3,478,4068822,X61,61,"A native English speaker
1",1,1,0.165,0.165,0.177,0.165,FirstClick
1,V3,1,14,BKB,BKB29,BKB-R,8_15,The three girls are listening.,106,NativeMandarin-Low (NML),106_practice_01.mp3,V3,569,4073431,X1,1,"


6",6,2,2.197,2.667,2.677,2.667,LastClick
3,V3,3,3,BKB,BKB7,BKB-R,7_8,The young people are dancing.,106,NativeMandarin-Low (NML),106_practice_03.mp3,V3,569,4073431,X3,3,"


6",6,1,0.801,0.801,0.825,0.801,FirstClick
4,V3,4,12,BKB,BKB21,BKB-R,8_7,The ball broke the window.,106,NativeMandarin-Low (NML),106_practice_04.mp3,V3,569,4073431,X4,4,"


8",8,1,1.396,1.396,1.301,1.396,FirstClick
5,V3,5,9,BKB,BKB15,BKB-R,8_1,The boy forgot his book.,106,NativeMandarin-Low (NML),106_practice_05.mp3,V3,569,4073431,X5,5,"


8",8,1,2.28,2.28,2.29,2.28,FirstClick
6,V3,6,5,BKB,BKB9,BKB-R,7_10,They had two empty bottles.,106,NativeMandarin-Low (NML),106_practice_06.mp3,V3,569,4073431,X6,6,"


8",8,1,0.719,0.719,0.733,0.719,FirstClick
7,V3,7,15,BKB,BKB30,BKB-R,8_16,The coat is on the chair.,106,NativeMandarin-Low (NML),106_practice_07.mp3,V3,569,4073431,X7,7,"


8",8,1,1.264,1.264,1.275,1.264,FirstClick
8,V3,8,8,BKB,BKB14,BKB-R,7_16,The new road is on the map. ,106,NativeMandarin-Low (NML),106_practice_08.mp3,V3,569,4073431,X8,8,"


7",7,1,0.797,0.797,0.705,0.797,FirstClick
9,V3,9,11,BKB,BKB20,BKB-R,8_6,The jug is on the shelf.,106,NativeMandarin-Low (NML),106_practice_09.mp3,V3,569,4073431,X9,9,"


8",8,1,0.615,0.615,0.627,0.615,FirstClick
10,V3,10,6,BKB,BKB12,BKB-R,7_13,The girl has a picture book.,106,NativeMandarin-Low (NML),106_practice_10.mp3,V3,569,4073431,X10,10,"


8",8,1,0.305,0.305,0.422,0.305,FirstClick
11,V3,11,7,BKB,BKB13,BKB-R,7_14,The orange was very sweet.,106,NativeMandarin-Low (NML),106_practice_11.mp3,V3,569,4073431,X11,11,"


7",7,1,0.984,0.984,0.998,0.984,FirstClick
12,V3,1,14,BKB,BKB29,BKB-R,8_15,The three girls are listening.,107,NativeMandarin-Low (NML),107_practice_01.mp3,V3,569,4073431,X12,12,"


8",8,1,1.824,1.824,1.84,1.824,FirstClick
13,V3,3,3,BKB,BKB7,BKB-R,7_8,The young people are dancing.,107,NativeMandarin-Low (NML),107_practice_03.mp3,V3,569,4073431,X13,13,"


7",7,1,1.542,1.542,1.552,1.542,FirstClick
14,V3,4,12,BKB,BKB21,BKB-R,8_7,The ball broke the window.,107,NativeMandarin-Low (NML),107_practice_04.mp3,V3,569,4073431,X14,14,"


7",7,1,1.017,1.017,1.03,1.017,FirstClick
15,V3,5,9,BKB,BKB15,BKB-R,8_1,The boy forgot his book.,107,NativeMandarin-Low (NML),107_practice_05.mp3,V3,569,4073431,X15,15,"


7",7,1,0.794,0.794,0.808,0.794,FirstClick
16,V3,6,5,BKB,BKB9,BKB-R,7_10,They had two empty bottles.,107,NativeMandarin-Low (NML),107_practice_06.mp3,V3,569,4073431,X16,16,"


8",8,1,0.367,0.367,0.376,0.367,FirstClick
17,V3,7,15,BKB,BKB30,BKB-R,8_16,The coat is on the chair.,107,NativeMandarin-Low (NML),107_practice_07.mp3,V3,569,4073431,X17,17,"


8",8,1,0.673,0.673,0.685,0.673,FirstClick
18,V3,8,8,BKB,BKB14,BKB-R,7_16,The new road is on the map. ,107,NativeMandarin-Low (NML),107_practice_08.mp3,V3,569,4073431,X18,18,"


7",7,1,2.194,2.194,2.204,2.194,FirstClick
19,V3,9,11,BKB,BKB20,BKB-R,8_6,The jug is on the shelf.,107,NativeMandarin-Low (NML),107_practice_09.mp3,V3,569,4073431,X19,19,"


7",7,1,0.791,0.791,0.704,0.791,FirstClick
20,V3,10,6,BKB,BKB12,BKB-R,7_13,The girl has a picture book.,107,NativeMandarin-Low (NML),107_practice_10.mp3,V3,569,4073431,X20,20,"


8",8,1,0.743,0.743,0.755,0.743,FirstClick
21,V3,11,7,BKB,BKB13,BKB-R,7_14,The orange was very sweet.,107,NativeMandarin-Low (NML),107_practice_11.mp3,V3,569,4073431,X21,21,"


7",7,2,2.198,2.728,2.737,2.728,LastClick
22,V3,1,14,BKB,BKB29,BKB-R,8_15,The three girls are listening.,306,NativeMandarin-High (NMH),306_practice_01.mp3,V3,569,4073431,X22,22,"


6",6,1,0.764,0.764,0.773,0.764,FirstClick
23,V3,3,3,BKB,BKB7,BKB-R,7_8,The young people are dancing.,306,NativeMandarin-High (NMH),306_practice_03.mp3,V3,569,4073431,X23,23,"


6",6,1,1.956,1.956,1.968,1.956,FirstClick
24,V3,4,12,BKB,BKB21,BKB-R,8_7,The ball broke the window.,306,NativeMandarin-High (NMH),306_practice_04.mp3,V3,569,4073431,X24,24,"


5",5,1,1.151,1.151,1.162,1.151,FirstClick
25,V3,5,9,BKB,BKB15,BKB-R,8_1,The boy forgot his book.,306,NativeMandarin-High (NMH),306_practice_05.mp3,V3,569,4073431,X25,25,"


5",5,1,0.689,0.689,0.7,0.689,FirstClick
26,V3,6,5,BKB,BKB9,BKB-R,7_10,They had two empty bottles.,306,NativeMandarin-High (NMH),306_practice_06.mp3,V3,569,4073431,X26,26,"


6",6,1,0.809,0.809,0.827,0.809,FirstClick
27,V3,7,15,BKB,BKB30,BKB-R,8_16,The coat is on the chair.,306,NativeMandarin-High (NMH),306_practice_07.mp3,V3,569,4073431,X27,27,"


5",5,1,0.487,0.487,0.497,0.487,FirstClick
28,V3,8,8,BKB,BKB14,BKB-R,7_16,The new road is on the map. ,306,NativeMandarin-High (NMH),306_practice_08.mp3,V3,569,4073431,X28,28,"


5",5,1,0.594,0.594,0.603,0.594,FirstClick
29,V3,9,11,BKB,BKB20,BKB-R,8_6,The jug is on the shelf.,306,NativeMandarin-High (NMH),306_practice_09.mp3,V3,569,4073431,X29,29,"


5",5,1,0.712,0.712,0.721,0.712,FirstClick
30,V3,10,6,BKB,BKB12,BKB-R,7_13,The girl has a picture book.,306,NativeMandarin-High (NMH),306_practice_10.mp3,V3,569,4073431,X30,30,"


5",5,1,0.392,0.392,0.403,0.392,FirstClick
31,V3,11,7,BKB,BKB13,BKB-R,7_14,The orange was very sweet.,306,NativeMandarin-High (NMH),306_practice_11.mp3,V3,569,4073431,X31,31,"


5",5,1,3.917,3.917,3.931,3.917,FirstClick
32,V3,1,14,BKB,BKB29,BKB-R,8_15,The three girls are listening.,311,NativeMandarin-High (NMH),311_practice_01.mp3,V3,569,4073431,X32,32,"


6",6,1,0.515,0.515,0.53,0.515,FirstClick
33,V3,3,3,BKB,BKB7,BKB-R,7_8,The young people are dancing.,311,NativeMandarin-High (NMH),311_practice_03.mp3,V3,569,4073431,X33,33,"


7",7,1,0.774,0.774,0.784,0.774,FirstClick
34,V3,4,12,BKB,BKB21,BKB-R,8_7,The ball broke the window.,311,NativeMandarin-High (NMH),311_practice_04.mp3,V3,569,4073431,X34,34,"


5",5,1,1.249,1.249,1.26,1.249,FirstClick
35,V3,5,9,BKB,BKB15,BKB-R,8_1,The boy forgot his book.,311,NativeMandarin-High (NMH),311_practice_05.mp3,V3,569,4073431,X35,35,"


6",6,1,2.989,2.989,3.001,2.989,FirstClick
36,V3,6,5,BKB,BKB9,BKB-R,7_10,They had two empty bottles.,311,NativeMandarin-High (NMH),311_practice_06.mp3,V3,569,4073431,X36,36,"


7",7,1,2.115,2.115,2.138,2.115,FirstClick
37,V3,7,15,BKB,BKB30,BKB-R,8_16,The coat is on the chair.,311,NativeMandarin-High (NMH),311_practice_07.mp3,V3,569,4073431,X37,37,"


6",6,1,0.927,0.927,0.937,0.927,FirstClick
38,V3,8,8,BKB,BKB14,BKB-R,7_16,The new road is on the map. ,311,NativeMandarin-High (NMH),311_practice_08.mp3,V3,569,4073431,X38,38,"


6",6,1,0.378,0.378,0.389,0.378,FirstClick
39,V3,9,11,BKB,BKB20,BKB-R,8_6,The jug is on the shelf.,311,NativeMandarin-High (NMH),311_practice_09.mp3,V3,569,4073431,X39,39,"


6",6,1,1.89,1.89,1.906,1.89,FirstClick
40,V3,10,6,BKB,BKB12,BKB-R,7_13,The girl has a picture book.,311,NativeMandarin-High (NMH),311_practice_10.mp3,V3,569,4073431,X40,40,"


5",5,1,3.62,3.62,3.633,3.62,FirstClick
41,V3,11,7,BKB,BKB13,BKB-R,7_14,The orange was very sweet.,311,NativeMandarin-High (NMH),311_practice_11.mp3,V3,569,4073431,X41,41,"


6",6,1,0.981,0.981,1,0.981,FirstClick
42,V3,1,14,BKB,BKB29,BKB-R,8_15,The three girls are listening.,405,NativeEnglish (NTE),405_practice_01.mp3,V3,569,4073431,X42,42,"A native English speaker
1",1,1,0.896,0.896,0.908,0.896,FirstClick
43,V3,3,3,BKB,BKB7,BKB-R,7_8,The young people are dancing.,405,NativeEnglish (NTE),405_practice_03.mp3,V3,569,4073431,X43,43,"A native English speaker
1",1,1,3.124,3.124,3.134,3.124,FirstClick
