"","ItemNumber","listener_group","ProductionPresentationOrder","SentenceOrder","Type","Type_Num","Source","SourceNum","SentenceCorrect","Talker","TalkerGroup","Sound","ListenerGroup","Duration..in.seconds.","mTurkCode","ItemNum","ItemNum2","Resp","Resp_NUM","Timing_Click.Count","Timing_First.Click","Timing_Last.Click","Timing_Page.Submit","RT","WhichRT","zscore_Resp_NUM"
"1780",41,"V3",11,7,"BKB","BKB13","BKB-R","7_14","The orange was very sweet.",311,"NativeMandarin-High (NMH)","311_practice_11.mp3","V3",492,"8081415","X41",41,"


6",6,1,0.523,0.523,0.552,0.523,"FirstClick",0.550208126392336
"1781",42,"V3",1,14,"BKB","BKB29","BKB-R","8_15","The three girls are listening.",405,"NativeEnglish (NTE)","405_practice_01.mp3","V3",492,"8081415","X42",42,"A native English speaker
1",1,1,0.117,0.117,0.145,0.117,"FirstClick",-1.13410246460461
"1782",43,"V3",3,3,"BKB","BKB7","BKB-R","7_8","The young people are dancing.",405,"NativeEnglish (NTE)","405_practice_03.mp3","V3",492,"8081415","X43",43,"A native English speaker
1",1,1,0.106,0.106,0.145,0.106,"FirstClick",-1.13410246460461
"1783",44,"V3",4,12,"BKB","BKB21","BKB-R","8_7","The ball broke the window.",405,"NativeEnglish (NTE)","405_practice_04.mp3","V3",492,"8081415","X44",44,"A native English speaker
1",1,1,0.074,0.074,0,0.074,"FirstClick",-1.13410246460461
"1784",45,"V3",5,9,"BKB","BKB15","BKB-R","8_1","The boy forgot his book.",405,"NativeEnglish (NTE)","405_practice_05.mp3","V3",492,"8081415","X45",45,"A native English speaker
1",1,1,0.326,0.326,0.36,0.326,"FirstClick",-1.13410246460461
"1785",46,"V3",6,5,"BKB","BKB9","BKB-R","7_10","They had two empty bottles.",405,"NativeEnglish (NTE)","405_practice_06.mp3","V3",492,"8081415","X46",46,"A native English speaker
1",1,1,0.068,0.068,0.098,0.068,"FirstClick",-1.13410246460461
"1786",47,"V3",7,15,"BKB","BKB30","BKB-R","8_16","The coat is on the chair.",405,"NativeEnglish (NTE)","405_practice_07.mp3","V3",492,"8081415","X47",47,"A native English speaker
1",1,1,0.102,0.102,0.116,0.102,"FirstClick",-1.13410246460461
"1787",48,"V3",8,8,"BKB","BKB14","BKB-R","7_16","The new road is on the map. ",405,"NativeEnglish (NTE)","405_practice_08.mp3","V3",492,"8081415","X48",48,"A native English speaker
1",1,1,0.175,0.175,0.194,0.175,"FirstClick",-1.13410246460461
"1788",49,"V3",9,11,"BKB","BKB20","BKB-R","8_6","The jug is on the shelf.",405,"NativeEnglish (NTE)","405_practice_09.mp3","V3",492,"8081415","X49",49,"A native English speaker
1",1,1,0.038,0.038,0.07,0.038,"FirstClick",-1.13410246460461
"1789",50,"V3",10,6,"BKB","BKB12","BKB-R","7_13","The girl has a picture book.",405,"NativeEnglish (NTE)","405_practice_10.mp3","V3",492,"8081415","X50",50,"A native English speaker
1",1,1,0.171,0.171,0.1,0.171,"FirstClick",-1.13410246460461
"1790",51,"V3",11,7,"BKB","BKB13","BKB-R","7_14","The orange was very sweet.",405,"NativeEnglish (NTE)","405_practice_11.mp3","V3",492,"8081415","X51",51,"A native English speaker
1",1,1,0.072,0.072,0.098,0.072,"FirstClick",-1.13410246460461
"1791",52,"V3",1,14,"BKB","BKB29","BKB-R","8_15","The three girls are listening.",411,"NativeEnglish (NTE)","411_practice_01.mp3","V3",492,"8081415","X52",52,"A native English speaker
1",1,1,0.003,0.003,0.043,0.003,"FirstClick",-1.13410246460461
"1792",53,"V3",3,3,"BKB","BKB7","BKB-R","7_8","The young people are dancing.",411,"NativeEnglish (NTE)","411_practice_03.mp3","V3",492,"8081415","X53",53,"A native English speaker
1",1,1,0.046,0.046,0.1,0.046,"FirstClick",-1.13410246460461
"1793",54,"V3",4,12,"BKB","BKB21","BKB-R","8_7","The ball broke the window.",411,"NativeEnglish (NTE)","411_practice_04.mp3","V3",492,"8081415","X54",54,"A native English speaker
1",1,1,0.131,0.131,0.169,0.131,"FirstClick",-1.13410246460461
"1794",55,"V3",5,9,"BKB","BKB15","BKB-R","8_1","The boy forgot his book.",411,"NativeEnglish (NTE)","411_practice_05.mp3","V3",492,"8081415","X55",55,"A native English speaker
1",1,1,0.509,0.509,0.53,0.509,"FirstClick",-1.13410246460461
"1795",56,"V3",6,5,"BKB","BKB9","BKB-R","7_10","They had two empty bottles.",411,"NativeEnglish (NTE)","411_practice_06.mp3","V3",492,"8081415","X56",56,"A native English speaker
1",1,1,0.422,0.422,0.448,0.422,"FirstClick",-1.13410246460461
"1796",57,"V3",7,15,"BKB","BKB30","BKB-R","8_16","The coat is on the chair.",411,"NativeEnglish (NTE)","411_practice_07.mp3","V3",492,"8081415","X57",57,"A native English speaker
1",1,1,0.304,0.304,0.324,0.304,"FirstClick",-1.13410246460461
"1797",58,"V3",8,8,"BKB","BKB14","BKB-R","7_16","The new road is on the map. ",411,"NativeEnglish (NTE)","411_practice_08.mp3","V3",492,"8081415","X58",58,"A native English speaker
1",1,1,0.051,0.051,0.074,0.051,"FirstClick",-1.13410246460461
"1798",59,"V3",9,11,"BKB","BKB20","BKB-R","8_6","The jug is on the shelf.",411,"NativeEnglish (NTE)","411_practice_09.mp3","V3",492,"8081415","X59",59,"A native English speaker
1",1,1,0.063,0.063,0,0.063,"FirstClick",-1.13410246460461
"1799",60,"V3",10,6,"BKB","BKB12","BKB-R","7_13","The girl has a picture book.",411,"NativeEnglish (NTE)","411_practice_10.mp3","V3",492,"8081415","X60",60,"


2",2,5,2.209,5.944,5.962,5.944,"LastClick",-0.797240346405221
"1800",61,"V3",11,7,"BKB","BKB13","BKB-R","7_14","The orange was very sweet.",411,"NativeEnglish (NTE)","411_practice_11.mp3","V3",492,"8081415","X61",61,"A native English speaker
1",1,1,0.09,0.09,0,0.09,"FirstClick",-1.13410246460461
"1801",1,"V3",1,14,"BKB","BKB29","BKB-R","8_15","The three girls are listening.",106,"NativeMandarin-Low (NML)","106_practice_01.mp3","V3",465,"8317194","X1",1,"


7",7,1,0.563,0.563,0.57,0.563,"FirstClick",0.655481927965902
"1802",3,"V3",3,3,"BKB","BKB7","BKB-R","7_8","The young people are dancing.",106,"NativeMandarin-Low (NML)","106_practice_03.mp3","V3",465,"8317194","X3",3,"


8",8,1,0.87,0.87,0.879,0.87,"FirstClick",0.938423767375644
"1803",4,"V3",4,12,"BKB","BKB21","BKB-R","8_7","The ball broke the window.",106,"NativeMandarin-Low (NML)","106_practice_04.mp3","V3",465,"8317194","X4",4,"


7",7,1,0.851,0.851,0.86,0.851,"FirstClick",0.655481927965902
"1804",5,"V3",5,9,"BKB","BKB15","BKB-R","8_1","The boy forgot his book.",106,"NativeMandarin-Low (NML)","106_practice_05.mp3","V3",465,"8317194","X5",5,"An extremely strong
foreign accent
9",9,1,0.371,0.371,0.378,0.371,"FirstClick",1.22136560678539
"1805",6,"V3",6,5,"BKB","BKB9","BKB-R","7_10","They had two empty bottles.",106,"NativeMandarin-Low (NML)","106_practice_06.mp3","V3",465,"8317194","X6",6,"An extremely strong
foreign accent
9",9,1,0.513,0.513,0.521,0.513,"FirstClick",1.22136560678539
"1806",7,"V3",7,15,"BKB","BKB30","BKB-R","8_16","The coat is on the chair.",106,"NativeMandarin-Low (NML)","106_practice_07.mp3","V3",465,"8317194","X7",7,"


8",8,1,0.651,0.651,0.659,0.651,"FirstClick",0.938423767375644
"1807",8,"V3",8,8,"BKB","BKB14","BKB-R","7_16","The new road is on the map. ",106,"NativeMandarin-Low (NML)","106_practice_08.mp3","V3",465,"8317194","X8",8,"


8",8,1,0.598,0.598,0.605,0.598,"FirstClick",0.938423767375644
"1808",9,"V3",9,11,"BKB","BKB20","BKB-R","8_6","The jug is on the shelf.",106,"NativeMandarin-Low (NML)","106_practice_09.mp3","V3",465,"8317194","X9",9,"An extremely strong
foreign accent
9",9,1,0.495,0.495,0.404,0.495,"FirstClick",1.22136560678539
"1809",10,"V3",10,6,"BKB","BKB12","BKB-R","7_13","The girl has a picture book.",106,"NativeMandarin-Low (NML)","106_practice_10.mp3","V3",465,"8317194","X10",10,"An extremely strong
foreign accent
9",9,1,0.404,0.404,0.412,0.404,"FirstClick",1.22136560678539
"1810",11,"V3",11,7,"BKB","BKB13","BKB-R","7_14","The orange was very sweet.",106,"NativeMandarin-Low (NML)","106_practice_11.mp3","V3",465,"8317194","X11",11,"


4",4,1,3.6,3.6,3.61,3.6,"FirstClick",-0.193343590263324
"1811",12,"V3",1,14,"BKB","BKB29","BKB-R","8_15","The three girls are listening.",107,"NativeMandarin-Low (NML)","107_practice_01.mp3","V3",465,"8317194","X12",12,"An extremely strong
foreign accent
9",9,1,0.289,0.289,0.297,0.289,"FirstClick",1.22136560678539
"1812",13,"V3",3,3,"BKB","BKB7","BKB-R","7_8","The young people are dancing.",107,"NativeMandarin-Low (NML)","107_practice_03.mp3","V3",465,"8317194","X13",13,"


8",8,1,0.499,0.499,0.506,0.499,"FirstClick",0.938423767375644
"1813",14,"V3",4,12,"BKB","BKB21","BKB-R","8_7","The ball broke the window.",107,"NativeMandarin-Low (NML)","107_practice_04.mp3","V3",465,"8317194","X14",14,"An extremely strong
foreign accent
9",9,1,0.929,0.929,0.934,0.929,"FirstClick",1.22136560678539
"1814",15,"V3",5,9,"BKB","BKB15","BKB-R","8_1","The boy forgot his book.",107,"NativeMandarin-Low (NML)","107_practice_05.mp3","V3",465,"8317194","X15",15,"An extremely strong
foreign accent
9",9,1,0.628,0.628,0.636,0.628,"FirstClick",1.22136560678539
"1815",16,"V3",6,5,"BKB","BKB9","BKB-R","7_10","They had two empty bottles.",107,"NativeMandarin-Low (NML)","107_practice_06.mp3","V3",465,"8317194","X16",16,"An extremely strong
foreign accent
9",9,1,0.319,0.319,0.326,0.319,"FirstClick",1.22136560678539
"1816",17,"V3",7,15,"BKB","BKB30","BKB-R","8_16","The coat is on the chair.",107,"NativeMandarin-Low (NML)","107_practice_07.mp3","V3",465,"8317194","X17",17,"An extremely strong
foreign accent
9",9,1,0.557,0.557,0.568,0.557,"FirstClick",1.22136560678539
"1817",18,"V3",8,8,"BKB","BKB14","BKB-R","7_16","The new road is on the map. ",107,"NativeMandarin-Low (NML)","107_practice_08.mp3","V3",465,"8317194","X18",18,"


8",8,1,0.564,0.564,0.572,0.564,"FirstClick",0.938423767375644
"1818",19,"V3",9,11,"BKB","BKB20","BKB-R","8_6","The jug is on the shelf.",107,"NativeMandarin-Low (NML)","107_practice_09.mp3","V3",465,"8317194","X19",19,"An extremely strong
foreign accent
9",9,1,0.494,0.494,0.402,0.494,"FirstClick",1.22136560678539
"1819",20,"V3",10,6,"BKB","BKB12","BKB-R","7_13","The girl has a picture book.",107,"NativeMandarin-Low (NML)","107_practice_10.mp3","V3",465,"8317194","X20",20,"An extremely strong
foreign accent
9",9,1,0.497,0.497,0.402,0.497,"FirstClick",1.22136560678539
"1820",21,"V3",11,7,"BKB","BKB13","BKB-R","7_14","The orange was very sweet.",107,"NativeMandarin-Low (NML)","107_practice_11.mp3","V3",465,"8317194","X21",21,"An extremely strong
foreign accent
9",9,1,0.522,0.522,0.53,0.522,"FirstClick",1.22136560678539
"1821",22,"V3",1,14,"BKB","BKB29","BKB-R","8_15","The three girls are listening.",306,"NativeMandarin-High (NMH)","306_practice_01.mp3","V3",465,"8317194","X22",22,"A native English speaker
1",1,1,0.522,0.522,0.53,0.522,"FirstClick",-1.04216910849255
"1822",23,"V3",3,3,"BKB","BKB7","BKB-R","7_8","The young people are dancing.",306,"NativeMandarin-High (NMH)","306_practice_03.mp3","V3",465,"8317194","X23",23,"


7",7,1,0.661,0.661,0.671,0.661,"FirstClick",0.655481927965902
"1823",24,"V3",4,12,"BKB","BKB21","BKB-R","8_7","The ball broke the window.",306,"NativeMandarin-High (NMH)","306_practice_04.mp3","V3",465,"8317194","X24",24,"A native English speaker
1",1,1,0.452,0.452,0.462,0.452,"FirstClick",-1.04216910849255
"1824",25,"V3",5,9,"BKB","BKB15","BKB-R","8_1","The boy forgot his book.",306,"NativeMandarin-High (NMH)","306_practice_05.mp3","V3",465,"8317194","X25",25,"


2",2,1,0.654,0.654,0.662,0.654,"FirstClick",-0.759227269082808
"1825",26,"V3",6,5,"BKB","BKB9","BKB-R","7_10","They had two empty bottles.",306,"NativeMandarin-High (NMH)","306_practice_06.mp3","V3",465,"8317194","X26",26,"


2",2,1,0.464,0.464,0.473,0.464,"FirstClick",-0.759227269082808
"1826",27,"V3",7,15,"BKB","BKB30","BKB-R","8_16","The coat is on the chair.",306,"NativeMandarin-High (NMH)","306_practice_07.mp3","V3",465,"8317194","X27",27,"A native English speaker
1",1,1,0.481,0.481,0.488,0.481,"FirstClick",-1.04216910849255
"1827",28,"V3",8,8,"BKB","BKB14","BKB-R","7_16","The new road is on the map. ",306,"NativeMandarin-High (NMH)","306_practice_08.mp3","V3",465,"8317194","X28",28,"A native English speaker
1",1,1,0.794,0.794,0.702,0.794,"FirstClick",-1.04216910849255
"1828",29,"V3",9,11,"BKB","BKB20","BKB-R","8_6","The jug is on the shelf.",306,"NativeMandarin-High (NMH)","306_practice_09.mp3","V3",465,"8317194","X29",29,"A native English speaker
1",1,1,0.522,0.522,0.529,0.522,"FirstClick",-1.04216910849255
"1829",30,"V3",10,6,"BKB","BKB12","BKB-R","7_13","The girl has a picture book.",306,"NativeMandarin-High (NMH)","306_practice_10.mp3","V3",465,"8317194","X30",30,"A native English speaker
1",1,1,0.458,0.458,0.471,0.458,"FirstClick",-1.04216910849255
"1830",31,"V3",11,7,"BKB","BKB13","BKB-R","7_14","The orange was very sweet.",306,"NativeMandarin-High (NMH)","306_practice_11.mp3","V3",465,"8317194","X31",31,"


7",7,1,0.998,0.998,1.007,0.998,"FirstClick",0.655481927965902
"1831",32,"V3",1,14,"BKB","BKB29","BKB-R","8_15","The three girls are listening.",311,"NativeMandarin-High (NMH)","311_practice_01.mp3","V3",465,"8317194","X32",32,"


6",6,1,1.196,1.196,1.102,1.196,"FirstClick",0.37254008855616
"1832",33,"V3",3,3,"BKB","BKB7","BKB-R","7_8","The young people are dancing.",311,"NativeMandarin-High (NMH)","311_practice_03.mp3","V3",465,"8317194","X33",33,"


8",8,1,0.758,0.758,0.766,0.758,"FirstClick",0.938423767375644
"1833",34,"V3",4,12,"BKB","BKB21","BKB-R","8_7","The ball broke the window.",311,"NativeMandarin-High (NMH)","311_practice_04.mp3","V3",465,"8317194","X34",34,"


8",8,1,0.661,0.661,0.668,0.661,"FirstClick",0.938423767375644
"1834",35,"V3",5,9,"BKB","BKB15","BKB-R","8_1","The boy forgot his book.",311,"NativeMandarin-High (NMH)","311_practice_05.mp3","V3",465,"8317194","X35",35,"


7",7,2,0.946,1.49,1.497,1.49,"LastClick",0.655481927965902
"1835",36,"V3",6,5,"BKB","BKB9","BKB-R","7_10","They had two empty bottles.",311,"NativeMandarin-High (NMH)","311_practice_06.mp3","V3",465,"8317194","X36",36,"


7",7,1,0.663,0.663,0.673,0.663,"FirstClick",0.655481927965902
"1836",37,"V3",7,15,"BKB","BKB30","BKB-R","8_16","The coat is on the chair.",311,"NativeMandarin-High (NMH)","311_practice_07.mp3","V3",465,"8317194","X37",37,"


7",7,1,0.98,0.98,0.988,0.98,"FirstClick",0.655481927965902
"1837",38,"V3",8,8,"BKB","BKB14","BKB-R","7_16","The new road is on the map. ",311,"NativeMandarin-High (NMH)","311_practice_08.mp3","V3",465,"8317194","X38",38,"


7",7,1,0.742,0.742,0.749,0.742,"FirstClick",0.655481927965902
"1838",39,"V3",9,11,"BKB","BKB20","BKB-R","8_6","The jug is on the shelf.",311,"NativeMandarin-High (NMH)","311_practice_09.mp3","V3",465,"8317194","X39",39,"An extremely strong
foreign accent
9",9,1,0.434,0.434,0.443,0.434,"FirstClick",1.22136560678539
"1839",40,"V3",10,6,"BKB","BKB12","BKB-R","7_13","The girl has a picture book.",311,"NativeMandarin-High (NMH)","311_practice_10.mp3","V3",465,"8317194","X40",40,"


5",5,1,1.662,1.662,1.67,1.662,"FirstClick",0.0895982491464183
"1840",41,"V3",11,7,"BKB","BKB13","BKB-R","7_14","The orange was very sweet.",311,"NativeMandarin-High (NMH)","311_practice_11.mp3","V3",465,"8317194","X41",41,"


7",7,1,0.723,0.723,0.732,0.723,"FirstClick",0.655481927965902
"1841",42,"V3",1,14,"BKB","BKB29","BKB-R","8_15","The three girls are listening.",405,"NativeEnglish (NTE)","405_practice_01.mp3","V3",465,"8317194","X42",42,"A native English speaker
1",1,1,0.574,0.574,0.582,0.574,"FirstClick",-1.04216910849255
"1842",43,"V3",3,3,"BKB","BKB7","BKB-R","7_8","The young people are dancing.",405,"NativeEnglish (NTE)","405_practice_03.mp3","V3",465,"8317194","X43",43,"A native English speaker
1",1,1,0.615,0.615,0.622,0.615,"FirstClick",-1.04216910849255
"1843",44,"V3",4,12,"BKB","BKB21","BKB-R","8_7","The ball broke the window.",405,"NativeEnglish (NTE)","405_practice_04.mp3","V3",465,"8317194","X44",44,"A native English speaker
1",1,1,0.457,0.457,0.465,0.457,"FirstClick",-1.04216910849255
"1844",45,"V3",5,9,"BKB","BKB15","BKB-R","8_1","The boy forgot his book.",405,"NativeEnglish (NTE)","405_practice_05.mp3","V3",465,"8317194","X45",45,"A native English speaker
1",1,1,0.502,0.502,0.512,0.502,"FirstClick",-1.04216910849255
"1845",46,"V3",6,5,"BKB","BKB9","BKB-R","7_10","They had two empty bottles.",405,"NativeEnglish (NTE)","405_practice_06.mp3","V3",465,"8317194","X46",46,"A native English speaker
1",1,1,0.794,0.794,0.7,0.794,"FirstClick",-1.04216910849255
"1846",47,"V3",7,15,"BKB","BKB30","BKB-R","8_16","The coat is on the chair.",405,"NativeEnglish (NTE)","405_practice_07.mp3","V3",465,"8317194","X47",47,"A native English speaker
1",1,1,0.449,0.449,0.457,0.449,"FirstClick",-1.04216910849255
"1847",48,"V3",8,8,"BKB","BKB14","BKB-R","7_16","The new road is on the map. ",405,"NativeEnglish (NTE)","405_practice_08.mp3","V3",465,"8317194","X48",48,"A native English speaker
1",1,1,0.406,0.406,0.414,0.406,"FirstClick",-1.04216910849255
"1848",49,"V3",9,11,"BKB","BKB20","BKB-R","8_6","The jug is on the shelf.",405,"NativeEnglish (NTE)","405_practice_09.mp3","V3",465,"8317194","X49",49,"A native English speaker
1",1,1,0.63,0.63,0.637,0.63,"FirstClick",-1.04216910849255
"1849",50,"V3",10,6,"BKB","BKB12","BKB-R","7_13","The girl has a picture book.",405,"NativeEnglish (NTE)","405_practice_10.mp3","V3",465,"8317194","X50",50,"A native English speaker
1",1,1,0.657,0.657,0.664,0.657,"FirstClick",-1.04216910849255
"1850",51,"V3",11,7,"BKB","BKB13","BKB-R","7_14","The orange was very sweet.",405,"NativeEnglish (NTE)","405_practice_11.mp3","V3",465,"8317194","X51",51,"A native English speaker
1",1,1,0.298,0.298,0.305,0.298,"FirstClick",-1.04216910849255
"1851",52,"V3",1,14,"BKB","BKB29","BKB-R","8_15","The three girls are listening.",411,"NativeEnglish (NTE)","411_practice_01.mp3","V3",465,"8317194","X52",52,"A native English speaker
1",1,1,0.482,0.482,0.489,0.482,"FirstClick",-1.04216910849255
"1852",53,"V3",3,3,"BKB","BKB7","BKB-R","7_8","The young people are dancing.",411,"NativeEnglish (NTE)","411_practice_03.mp3","V3",465,"8317194","X53",53,"A native English speaker
1",1,1,0.657,0.657,0.666,0.657,"FirstClick",-1.04216910849255
"1853",54,"V3",4,12,"BKB","BKB21","BKB-R","8_7","The ball broke the window.",411,"NativeEnglish (NTE)","411_practice_04.mp3","V3",465,"8317194","X54",54,"A native English speaker
1",1,1,1.097,1.097,1.106,1.097,"FirstClick",-1.04216910849255
"1854",55,"V3",5,9,"BKB","BKB15","BKB-R","8_1","The boy forgot his book.",411,"NativeEnglish (NTE)","411_practice_05.mp3","V3",465,"8317194","X55",55,"A native English speaker
1",1,1,0.37,0.37,0.378,0.37,"FirstClick",-1.04216910849255
"1855",56,"V3",6,5,"BKB","BKB9","BKB-R","7_10","They had two empty bottles.",411,"NativeEnglish (NTE)","411_practice_06.mp3","V3",465,"8317194","X56",56,"A native English speaker
1",1,1,0.607,0.607,0.614,0.607,"FirstClick",-1.04216910849255
"1856",57,"V3",7,15,"BKB","BKB30","BKB-R","8_16","The coat is on the chair.",411,"NativeEnglish (NTE)","411_practice_07.mp3","V3",465,"8317194","X57",57,"A native English speaker
1",1,1,0.814,0.814,0.822,0.814,"FirstClick",-1.04216910849255
"1857",58,"V3",8,8,"BKB","BKB14","BKB-R","7_16","The new road is on the map. ",411,"NativeEnglish (NTE)","411_practice_08.mp3","V3",465,"8317194","X58",58,"A native English speaker
1",1,1,0.634,0.634,0.644,0.634,"FirstClick",-1.04216910849255
"1858",59,"V3",9,11,"BKB","BKB20","BKB-R","8_6","The jug is on the shelf.",411,"NativeEnglish (NTE)","411_practice_09.mp3","V3",465,"8317194","X59",59,"A native English speaker
1",1,1,0.52,0.52,0.527,0.52,"FirstClick",-1.04216910849255
"1859",60,"V3",10,6,"BKB","BKB12","BKB-R","7_13","The girl has a picture book.",411,"NativeEnglish (NTE)","411_practice_10.mp3","V3",465,"8317194","X60",60,"A native English speaker
1",1,1,0.556,0.556,0.565,0.556,"FirstClick",-1.04216910849255
"1860",61,"V3",11,7,"BKB","BKB13","BKB-R","7_14","The orange was very sweet.",411,"NativeEnglish (NTE)","411_practice_11.mp3","V3",465,"8317194","X61",61,"A native English speaker
1",1,1,0.554,0.554,0.562,0.554,"FirstClick",-1.04216910849255
"1861",1,"V3",1,14,"BKB","BKB29","BKB-R","8_15","The three girls are listening.",106,"NativeMandarin-Low (NML)","106_practice_01.mp3","V3",582,"8584285","X1",1,"


5",5,1,0.734,0.734,0.745,0.734,"FirstClick",-0.170678737342106
"1862",3,"V3",3,3,"BKB","BKB7","BKB-R","7_8","The young people are dancing.",106,"NativeMandarin-Low (NML)","106_practice_03.mp3","V3",582,"8584285","X3",3,"An extremely strong
foreign accent
9",9,1,0.61,0.61,0.621,0.61,"FirstClick",0.936426585958044
"1863",4,"V3",4,12,"BKB","BKB21","BKB-R","8_7","The ball broke the window.",106,"NativeMandarin-Low (NML)","106_practice_04.mp3","V3",582,"8584285","X4",4,"An extremely strong
foreign accent
9",9,1,0.937,0.937,0.948,0.937,"FirstClick",0.936426585958044
"1864",5,"V3",5,9,"BKB","BKB15","BKB-R","8_1","The boy forgot his book.",106,"NativeMandarin-Low (NML)","106_practice_05.mp3","V3",582,"8584285","X5",5,"An extremely strong
foreign accent
9",9,1,0.361,0.361,0.371,0.361,"FirstClick",0.936426585958044
"1865",6,"V3",6,5,"BKB","BKB9","BKB-R","7_10","They had two empty bottles.",106,"NativeMandarin-Low (NML)","106_practice_06.mp3","V3",582,"8584285","X6",6,"An extremely strong
foreign accent
9",9,1,0.369,0.369,0.38,0.369,"FirstClick",0.936426585958044
